No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
36,2013,3,2,11,19.0,12.0,22.0,38.0,600.0,43.0,1.3,1025.4,-17.1,0.0,ESE,1.1,Dingling
37,2013,3,2,12,28.0,32.0,32.0,56.0,700.0,32.0,1.9,1024.2,-17.1,0.0,WSW,1.6,Dingling
38,2013,3,2,13,30.0,41.0,27.0,42.0,600.0,45.0,2.3,1022.6,-17.3,0.0,SE,0.2,Dingling
39,2013,3,2,14,26.0,29.0,30.0,48.0,700.0,43.0,3.0,1021.9,-17.3,0.0,S,0.0,Dingling
40,2013,3,2,15,32.0,36.0,37.0,56.0,800.0,39.0,2.9,1020.9,-16.8,0.0,WSW,1.2,Dingling
41,2013,3,2,16,39.0,44.0,42.0,64.0,900.0,33.0,2.5,1020.6,-17.1,0.0,WNW,0.5,Dingling
42,2013,3,2,17,43.0,54.0,44.0,70.0,900.0,27.0,2.1,1020.2,-16.4,0.0,E,0.7,Dingling
43,2013,3,2,18,48.0,60.0,45.0,80.0,1000.0,19.0,1.5,1020.4,-16.0,0.0,NE,0.7,Dingling
44,2013,3,2,19,46.0,64.0,36.0,80.0,1000.0,11.0,0.3,1020.0,-15.3,0.0,NE,0.6,Dingling
45,2013,3,2,20,45.0,66.0,30.0,79.0,1200.0,6.0,0.0,1019.9,-15.2,0.0,NE,0.2,Dingling
46,2013,3,2,21,50.0,68.0,36.0,82.0,1200.0,4.0,-1.2,1019.7,-13.7,0.0,N,1.0,Dingling
47,2013,3,2,22,56.0,73.0,26.0,76.0,1200.0,4.0,-2.1,1019.1,-13.3,0.0,NNE,0.4,Dingling
48,2013,3,2,23,55.0,66.0,25.0,76.0,1200.0,3.0,-2.2,1018.2,-13.4,0.0,NNE,1.1,Dingling
49,2013,3,3,0,60.0,60.0,26.0,77.0,1200.0,2.0,-2.4,1017.4,-13.0,0.0,N,1.0,Dingling
50,2013,3,3,1,59.0,63.0,21.0,72.0,1100.0,2.0,-3.8,1016.5,-12.2,0.0,NNW,1.4,Dingling
51,2013,3,3,2,52.0,53.0,21.0,69.0,1300.0,3.0,-3.8,1015.1,-12.7,0.0,NNE,0.8,Dingling
52,2013,3,3,3,57.0,57.0,20.0,67.0,1300.0,45.0,-4.0,1014.1,-13.4,0.0,NE,0.7,Dingling
53,2013,3,3,4,53.0,48.0,19.0,67.0,1000.0,2.0,-4.8,1013.6,-13.2,0.0,NNE,0.2,Dingling
54,2013,3,3,5,48.0,55.0,19.0,66.0,1100.0,3.0,-5.6,1013.2,-13.0,0.0,ENE,0.5,Dingling
55,2013,3,3,6,53.0,55.0,19.0,69.0,1300.0,2.0,-5.7,1013.2,-13.1,0.0,NE,0.0,Dingling
56,2013,3,3,7,53.0,59.0,15.0,67.0,1000.0,2.0,-3.3,1013.5,-12.8,0.0,NE,0.8,Dingling
57,2013,3,3,8,50.0,56.0,22.0,62.0,1200.0,8.0,-0.3,1012.8,-11.4,0.0,NNW,0.5,Dingling
58,2013,3,3,9,60.0,78.0,33.0,60.0,1500.0,16.0,3.4,1012.5,-12.6,0.0,SSE,0.8,Dingling
59,2013,3,3,10,73.0,87.0,41.0,61.0,1200.0,24.0,6.5,1011.4,-12.2,0.0,SE,2.1,Dingling
60,2013,3,3,11,76.0,101.0,49.0,64.0,1200.0,27.0,9.0,1010.4,-11.6,0.0,ESE,1.4,Dingling
61,2013,3,3,12,75.0,102.0,64.0,75.0,1500.0,27.0,12.2,1009.1,-13.7,0.0,SE,1.8,Dingling
62,2013,3,3,13,92.0,147.0,51.0,58.0,1100.0,38.0,15.6,1007.5,-13.8,0.0,NW,5.4,Dingling
63,2013,3,3,14,79.0,147.0,23.0,27.0,600.0,65.0,16.6,1006.9,-14.1,0.0,NW,5.3,Dingling
64,2013,3,3,15,44.0,105.0,4.0,3.0,200.0,86.0,17.0,1006.8,-14.9,0.0,NW,2.3,Dingling
65,2013,3,3,16,14.0,43.0,3.0,3.0,200.0,88.0,16.1,1006.9,-14.4,0.0,ENE,0.7,Dingling
66,2013,3,3,17,5.0,29.0,3.0,3.0,200.0,87.0,13.9,1007.6,-14.1,0.0,SSE,0.6,Dingling
67,2013,3,3,18,3.0,32.0,3.0,3.0,200.0,84.0,12.4,1009.0,-14.4,0.0,E,0.8,Dingling
68,2013,3,3,19,11.0,46.0,3.0,2.0,200.0,83.0,8.9,1010.0,-13.5,0.0,NW,0.9,Dingling
69,2013,3,3,20,5.0,42.0,3.0,2.0,200.0,82.0,7.7,1010.1,-12.2,0.0,ENE,0.5,Dingling
70,2013,3,3,21,12.0,34.0,3.0,2.0,200.0,79.0,6.9,1010.6,-12.3,0.0,N,0.7,Dingling
71,2013,3,3,22,4.0,31.0,7.0,8.0,500.0,61.0,6.8,1011.2,-11.9,0.0,NE,1.5,Dingling
72,2013,3,3,23,14.0,38.0,4.0,4.0,300.0,68.0,8.6,1012.1,-11.4,0.0,NE,2.0,Dingling
73,2013,3,4,0,13.0,34.0,3.0,4.0,200.0,76.0,9.2,1013.2,-12.6,0.0,ENE,2.4,Dingling
74,2013,3,4,1,10.0,36.0,3.0,4.0,200.0,80.0,7.3,1014.2,-12.5,0.0,NE,2.1,Dingling
75,2013,3,4,2,8.0,28.0,3.0,4.0,200.0,81.0,6.1,1014.4,-13.5,0.0,NW,1.4,Dingling
76,2013,3,4,3,5.0,19.0,3.0,4.0,200.0,84.0,6.6,1014.2,-14.8,0.0,N,4.0,Dingling
77,2013,3,4,4,11.0,4.0,3.0,4.0,200.0,86.0,4.8,1014.6,-12.2,0.0,NW,2.6,Dingling
78,2013,3,4,5,5.0,4.0,3.0,4.0,200.0,87.0,5.4,1015.4,-12.1,0.0,NW,4.7,Dingling
79,2013,3,4,6,8.0,3.0,3.0,4.0,200.0,79.0,4.2,1016.1,-12.3,0.0,N,3.0,Dingling
80,2013,3,4,7,7.0,19.0,8.0,7.0,300.0,71.0,6.3,1016.8,-12.3,0.0,N,0.8,Dingling
81,2013,3,4,8,4.0,15.0,10.0,8.0,300.0,69.0,8.9,1017.4,-12.9,0.0,ENE,1.6,Dingling
82,2013,3,4,9,5.0,16.0,13.0,8.0,300.0,70.0,10.2,1017.6,-13.8,0.0,NW,3.8,Dingling
83,2013,3,4,10,8.0,17.0,13.0,7.0,300.0,74.0,11.4,1017.1,-14.4,0.0,NNW,4.2,Dingling
84,2013,3,4,11,7.0,11.0,6.0,4.0,300.0,80.0,12.7,1016.6,-15.1,0.0,NNW,4.4,Dingling
85,2013,3,4,12,5.0,6.0,5.0,3.0,200.0,84.0,14.6,1015.4,-14.6,0.0,NNW,3.5,Dingling
86,2013,3,4,13,10.0,7.0,6.0,4.0,300.0,86.0,15.1,1014.2,-15.2,0.0,NNW,3.4,Dingling
87,2013,3,4,14,13.0,11.0,10.0,6.0,300.0,88.0,16.1,1013.1,-16.9,0.0,NW,3.0,Dingling
88,2013,3,4,15,16.0,18.0,9.0,6.0,300.0,91.0,16.1,1012.5,-16.9,0.0,NW,2.3,Dingling
89,2013,3,4,16,18.0,20.0,6.0,6.0,300.0,90.0,14.8,1012.0,-14.4,0.0,SSW,3.3,Dingling
90,2013,3,4,17,18.0,16.0,5.0,5.0,300.0,92.0,12.9,1012.4,-14.0,0.0,SSW,2.6,Dingling
91,2013,3,4,18,10.0,10.0,12.0,30.0,600.0,79.0,11.3,1012.7,-13.7,0.0,SSW,1.2,Dingling
92,2013,3,4,19,39.0,80.0,19.0,46.0,800.0,63.0,8.7,1013.2,-12.5,0.0,ENE,0.5,Dingling
93,2013,3,4,20,41.0,80.0,18.0,44.0,900.0,49.0,5.9,1013.4,-11.7,0.0,ENE,0.2,Dingling
94,2013,3,4,21,60.0,74.0,18.0,38.0,800.0,50.0,4.9,1013.4,-11.7,0.0,ESE,0.8,Dingling
95,2013,3,4,22,50.0,71.0,22.0,38.0,1000.0,45.0,4.0,1013.2,-11.6,0.0,E,0.6,Dingling
96,2013,3,4,23,50.0,70.0,19.0,33.0,900.0,92.0,4.2,1012.6,-11.5,0.0,ESE,0.8,Dingling
97,2013,3,5,0,52.0,64.0,18.0,30.0,800.0,92.0,2.8,1012.1,-11.2,0.0,ENE,0.4,Dingling
98,2013,3,5,1,56.0,58.0,14.0,25.0,800.0,92.0,1.8,1011.7,-11.0,0.0,NNE,0.6,Dingling
99,2013,3,5,2,50.0,54.0,16.0,26.0,700.0,92.0,0.8,1011.4,-10.7,0.0,N,0.6,Dingling
100,2013,3,5,3,88.0,54.0,16.0,30.0,800.0,92.0,0.2,1011.0,-10.4,0.0,N,0.2,Dingling
101,2013,3,5,4,53.0,57.0,15.0,30.0,800.0,92.0,-0.1,1010.7,-10.1,0.0,N,0.8,Dingling
102,2013,3,5,5,46.0,55.0,13.0,23.0,700.0,92.0,-0.4,1010.9,-9.6,0.0,NNE,0.0,Dingling
103,2013,3,5,6,43.0,50.0,15.0,26.0,600.0,92.0,-1.0,1010.6,-9.4,0.0,NE,0.8,Dingling
104,2013,3,5,7,47.0,57.0,17.0,38.0,700.0,92.0,1.2,1010.4,-9.4,0.0,NE,0.0,Dingling
105,2013,3,5,8,52.0,64.0,16.0,33.0,700.0,92.0,6.0,1010.1,-10.7,0.0,SW,0.8,Dingling
106,2013,3,5,9,52.0,72.0,23.0,30.0,800.0,92.0,7.8,1009.5,-10.6,0.0,SW,1.0,Dingling
107,2013,3,5,10,69.0,90.0,30.0,46.0,1000.0,92.0,9.3,1008.7,-9.3,0.0,ESE,1.4,Dingling
108,2013,3,5,11,79.0,95.0,51.0,76.0,1300.0,92.0,11.0,1007.8,-9.4,0.0,SW,1.9,Dingling
109,2013,3,5,12,102.0,138.0,74.0,100.0,1600.0,30.0,12.1,1006.5,-9.0,0.0,ENE,0.4,Dingling
110,2013,3,5,13,126.0,164.0,55.0,70.0,1300.0,92.0,13.2,1005.1,-8.1,0.0,SSW,0.9,Dingling
111,2013,3,5,14,131.0,150.0,50.0,61.0,1200.0,92.0,14.1,1004.3,-8.6,0.0,SE,1.7,Dingling
112,2013,3,5,15,139.0,142.0,59.0,64.0,1399.0,92.0,13.5,1004.1,-8.4,0.0,SE,0.8,Dingling
113,2013,3,5,16,152.0,173.0,58.0,79.0,1399.0,92.0,13.3,1003.9,-8.0,0.0,ESE,1.1,Dingling
114,2013,3,5,17,154.0,181.0,62.0,99.0,1600.0,82.0,12.4,1004.5,-8.2,0.0,ESE,1.0,Dingling
115,2013,3,5,18,165.0,194.0,59.0,100.0,1600.0,82.0,8.9,1005.0,-7.8,0.0,NE,0.8,Dingling
116,2013,3,5,19,179.0,200.0,50.0,96.0,1600.0,82.0,7.7,1005.4,-7.6,0.0,NNE,0.2,Dingling
117,2013,3,5,20,172.0,180.0,43.0,94.0,1899.0,82.0,6.3,1005.9,-7.3,0.0,NNE,0.7,Dingling
118,2013,3,5,21,179.0,191.0,38.0,80.0,1700.0,82.0,5.6,1006.0,-7.3,0.0,NNE,0.2,Dingling
119,2013,3,5,22,173.0,168.0,39.0,73.0,1800.0,82.0,4.9,1005.8,-7.0,0.0,N,1.7,Dingling
120,2013,3,5,23,170.0,162.0,42.0,72.0,1700.0,82.0,3.7,1005.7,-6.9,0.0,NE,0.4,Dingling
121,2013,3,6,0,166.0,153.0,40.0,66.0,1800.0,82.0,3.9,1005.4,-6.7,0.0,N,2.0,Dingling
122,2013,3,6,1,173.0,154.0,38.0,58.0,1500.0,82.0,3.9,1005.3,-6.4,0.0,NE,0.8,Dingling
123,2013,3,6,2,161.0,140.0,41.0,61.0,1600.0,82.0,3.5,1004.8,-6.5,0.0,N,0.7,Dingling
124,2013,3,6,3,161.0,143.0,47.0,68.0,1600.0,82.0,3.7,1004.7,-6.3,0.0,N,1.3,Dingling
125,2013,3,6,4,163.0,150.0,49.0,69.0,1600.0,82.0,2.4,1004.7,-6.2,0.0,N,1.0,Dingling
126,2013,3,6,5,166.0,155.0,52.0,62.0,1600.0,82.0,2.1,1004.9,-5.8,0.0,N,0.9,Dingling
127,2013,3,6,6,172.0,164.0,51.0,55.0,1600.0,82.0,3.1,1005.1,-5.6,0.0,N,0.2,Dingling
128,2013,3,6,7,176.0,173.0,66.0,61.0,1700.0,82.0,4.7,1006.2,-4.9,0.0,ESE,0.6,Dingling
129,2013,3,6,8,183.0,178.0,66.0,61.0,1700.0,82.0,5.5,1006.2,-4.1,0.0,SW,0.5,Dingling
130,2013,3,6,9,195.0,201.0,61.0,66.0,1899.0,82.0,7.2,1006.1,-5.5,0.0,W,0.5,Dingling
131,2013,3,6,10,200.0,206.0,68.0,71.0,2000.0,82.0,8.8,1005.8,-5.5,0.0,NNW,0.7,Dingling
132,2013,3,6,11,217.0,218.0,93.0,106.0,2500.0,82.0,10.6,1004.6,-5.0,0.0,N,0.9,Dingling
133,2013,3,6,12,268.0,278.0,93.0,116.0,2500.0,82.0,12.4,1003.4,-4.7,0.0,NW,0.8,Dingling
134,2013,3,6,13,258.0,274.0,89.0,100.0,2100.0,82.0,13.4,1002.5,-4.3,0.0,SE,1.2,Dingling
135,2013,3,6,14,221.0,217.0,98.0,82.0,1800.0,82.0,13.6,1001.8,-4.1,0.0,S,2.3,Dingling
136,2013,3,6,15,195.0,222.0,95.0,139.0,3000.0,75.0,13.6,1001.9,-3.7,0.0,ESE,2.2,Dingling
137,2013,3,6,16,294.0,351.0,88.0,139.0,2700.0,69.0,13.3,1002.2,-3.9,0.0,ESE,1.6,Dingling
138,2013,3,6,17,288.0,330.0,84.0,118.0,2399.0,69.0,12.0,1002.7,-3.8,0.0,SE,1.3,Dingling
139,2013,3,6,18,267.0,288.0,90.0,116.0,2299.0,52.0,10.6,1003.7,-3.9,0.0,SSW,1.2,Dingling
140,2013,3,6,19,269.0,274.0,87.0,139.0,2500.0,52.0,7.1,1004.5,-3.5,0.0,NNW,1.4,Dingling
141,2013,3,6,20,280.0,284.0,78.0,141.0,3299.0,52.0,6.2,1004.9,-3.5,0.0,SE,0.7,Dingling
142,2013,3,6,21,306.0,317.0,83.0,144.0,3100.0,52.0,5.5,1004.5,-3.6,0.0,ENE,0.6,Dingling
143,2013,3,6,22,284.0,285.0,76.0,140.0,2700.0,52.0,4.7,1004.3,-3.6,0.0,E,0.7,Dingling
144,2013,3,6,23,236.0,245.0,77.0,134.0,2500.0,52.0,4.5,1004.1,-3.3,0.0,S,0.9,Dingling
145,2013,3,7,0,223.0,228.0,83.0,134.0,2299.0,52.0,5.3,1004.2,-3.3,0.0,ENE,0.7,Dingling
146,2013,3,7,1,196.0,197.0,69.0,114.0,1899.0,52.0,6.2,1004.2,-3.2,0.0,E,1.4,Dingling
147,2013,3,7,2,150.0,149.0,69.0,74.0,1300.0,52.0,3.0,1003.8,-3.8,0.0,SW,0.5,Dingling
148,2013,3,7,3,91.0,85.0,32.0,46.0,1300.0,52.0,1.4,1003.6,-4.3,0.0,SW,1.0,Dingling
149,2013,3,7,4,61.0,61.0,24.0,46.0,900.0,52.0,1.3,1003.5,-5.0,0.0,WNW,1.8,Dingling
150,2013,3,7,5,50.0,40.0,20.0,26.0,500.0,52.0,1.0,1003.7,-5.3,0.0,NNE,1.5,Dingling
151,2013,3,7,6,26.0,13.0,19.0,26.0,400.0,52.0,0.2,1003.6,-5.4,0.0,NNE,1.0,Dingling
152,2013,3,7,7,19.0,13.0,18.0,31.0,600.0,52.0,4.9,1003.6,-4.4,0.0,N,0.1,Dingling
153,2013,3,7,8,33.0,29.0,20.0,28.0,600.0,52.0,7.0,1003.4,-3.6,0.0,SSW,1.4,Dingling
154,2013,3,7,9,28.0,39.0,22.0,34.0,900.0,52.0,8.9,1003.2,-3.7,0.0,SSE,1.0,Dingling
155,2013,3,7,10,47.0,74.0,58.0,102.0,2399.0,52.0,12.5,1002.1,-5.5,0.0,SE,1.1,Dingling
156,2013,3,7,11,134.0,204.0,107.0,157.0,3500.0,52.0,15.0,1000.3,-4.9,0.0,SE,0.8,Dingling
157,2013,3,7,12,224.0,294.0,72.0,98.0,1899.0,52.0,16.3,998.4,-4.3,0.0,ESE,1.5,Dingling
158,2013,3,7,13,153.0,160.0,36.0,44.0,900.0,63.0,17.3,996.7,-4.1,0.0,SSW,1.4,Dingling
159,2013,3,7,14,74.0,52.0,30.0,43.0,900.0,75.0,16.6,995.5,-3.5,0.0,ESE,1.2,Dingling
160,2013,3,7,15,75.0,83.0,49.0,128.0,1800.0,75.0,16.8,994.7,-3.4,0.0,ENE,1.0,Dingling
161,2013,3,7,16,149.0,182.0,68.0,182.0,2500.0,75.0,16.6,994.1,-3.5,0.0,ENE,0.8,Dingling
162,2013,3,7,17,223.0,260.0,74.0,180.0,2700.0,75.0,14.5,993.9,-3.3,0.0,NE,0.7,Dingling
163,2013,3,7,18,258.0,282.0,64.0,156.0,2500.0,75.0,12.5,994.5,-3.4,0.0,N,0.5,Dingling
164,2013,3,7,19,244.0,266.0,58.0,172.0,2700.0,34.0,11.8,994.7,-3.2,0.0,ENE,0.8,Dingling
165,2013,3,7,20,253.0,285.0,52.0,147.0,2500.0,75.0,9.8,994.6,-2.8,0.0,NNW,0.6,Dingling
166,2013,3,7,21,240.0,244.0,45.0,126.0,2500.0,75.0,7.9,995.1,-3.0,0.0,NNE,1.2,Dingling
167,2013,3,7,22,224.0,226.0,41.0,105.0,2200.0,75.0,8.1,995.1,-3.4,0.0,ENE,0.9,Dingling
168,2013,3,7,23,219.0,203.0,38.0,87.0,2000.0,75.0,6.8,995.0,-3.2,0.0,NE,1.3,Dingling
169,2013,3,8,0,189.0,189.0,36.0,72.0,1899.0,75.0,5.9,995.3,-3.0,0.0,NE,0.0,Dingling
170,2013,3,8,1,248.0,190.0,33.0,60.0,1700.0,75.0,4.4,995.6,-3.2,0.0,E,0.8,Dingling
171,2013,3,8,2,167.0,182.0,26.0,84.0,1600.0,75.0,4.0,995.2,-3.5,0.0,ENE,0.6,Dingling
172,2013,3,8,3,137.0,164.0,26.0,76.0,1800.0,75.0,4.5,994.7,-3.1,0.0,SE,1.4,Dingling
173,2013,3,8,4,133.0,146.0,18.0,34.0,700.0,75.0,16.7,994.9,-5.8,0.0,NW,5.2,Dingling
174,2013,3,8,5,79.0,100.0,8.0,7.0,300.0,75.0,15.4,995.6,-6.2,0.0,SE,0.7,Dingling
175,2013,3,8,6,41.0,160.0,8.0,9.0,300.0,75.0,12.7,996.2,-5.4,0.0,ESE,1.7,Dingling
176,2013,3,8,7,37.0,129.0,9.0,10.0,300.0,75.0,14.9,996.7,-5.5,0.0,NE,1.3,Dingling
177,2013,3,8,8,38.0,137.0,15.0,26.0,400.0,75.0,11.2,997.8,-4.1,0.0,ESE,1.7,Dingling
178,2013,3,8,9,48.0,149.0,18.0,30.0,700.0,75.0,14.5,997.9,-2.9,0.0,SSW,1.7,Dingling
179,2013,3,8,10,122.0,175.0,31.7016,50.0932,700.0,75.0,17.3,997.3,-3.5,0.0,SE,1.4,Dingling
180,2013,3,8,11,166.0,277.0,43.0,85.0,1700.0,75.0,19.3,996.7,-3.6,0.0,ESE,2.1,Dingling
181,2013,3,8,12,108.0,172.0,28.0,48.0,900.0,75.0,20.6,995.8,-3.9,0.0,ESE,2.5,Dingling
182,2013,3,8,13,111.0,212.0,27.0,50.0,1000.0,82.0,21.9,994.7,-4.3,0.0,SE,3.0,Dingling
183,2013,3,8,14,146.0,240.0,35.0,91.0,1399.0,82.0,17.6,995.0,1.5,0.0,ESE,4.5,Dingling
184,2013,3,8,15,410.0,631.0,56.0,142.0,3700.0,107.0,14.8,996.1,0.2,0.0,S,2.5,Dingling
185,2013,3,8,16,405.0,582.0,83.0,126.0,4900.0,107.0,13.1,996.5,-0.2,0.0,ESE,4.0,Dingling
186,2013,3,8,17,190.0,311.0,60.0,74.0,2100.0,107.0,11.7,996.5,-0.5,0.0,SE,3.4,Dingling
187,2013,3,8,18,173.0,244.0,49.0,57.0,1600.0,107.0,10.4,997.4,-1.0,0.0,SE,2.7,Dingling
188,2013,3,8,19,118.0,216.0,39.0,46.0,1300.0,107.0,9.4,997.3,-0.8,0.0,ESE,2.7,Dingling
189,2013,3,8,20,120.0,188.0,48.0,50.0,1100.0,107.0,8.6,997.1,-1.5,0.0,ESE,2.8,Dingling
190,2013,3,8,21,113.0,156.0,45.0,46.0,1200.0,107.0,7.6,996.9,-2.4,0.0,ESE,1.8,Dingling
191,2013,3,8,22,104.0,134.0,32.0,42.0,1200.0,107.0,6.8,996.0,-3.2,0.0,ESE,1.3,Dingling
192,2013,3,8,23,105.0,124.0,25.0,47.0,1300.0,107.0,5.6,994.5,-3.0,0.0,ESE,0.7,Dingling
193,2013,3,9,0,108.0,123.0,23.0,55.0,1300.0,107.0,4.3,993.1,-3.0,0.0,NNE,1.2,Dingling
194,2013,3,9,1,111.0,145.0,17.0,48.0,1300.0,107.0,3.9,991.9,-2.5,0.0,NNE,0.0,Dingling
195,2013,3,9,2,110.0,135.0,18.0,50.0,1300.0,107.0,3.0,991.2,-2.7,0.0,N,0.7,Dingling
196,2013,3,9,3,194.0,120.0,18.0,45.0,1200.0,107.0,2.4,989.8,-2.9,0.0,NNW,1.2,Dingling
197,2013,3,9,4,101.0,112.0,20.0,40.0,1200.0,107.0,1.9,988.9,-3.0,0.0,NNE,0.7,Dingling
198,2013,3,9,5,106.0,108.0,20.0,34.0,1200.0,107.0,2.0,989.2,-3.3,0.0,NNE,0.5,Dingling
199,2013,3,9,6,54.0,102.0,18.0,28.0,1200.0,107.0,1.8,989.0,-3.3,0.0,NNW,0.4,Dingling
200,2013,3,9,7,99.0,107.0,21.0,28.0,1300.0,107.0,6.0,990.5,-2.1,0.0,NE,2.4,Dingling
201,2013,3,9,8,118.0,202.0,37.0,36.0,1399.0,107.0,14.2,992.3,-1.5,0.0,NE,2.5,Dingling
202,2013,3,9,9,165.0,610.0,63.0,49.0,1399.0,107.0,16.8,993.8,-2.3,0.0,NNW,6.2,Dingling
203,2013,3,9,10,72.0,329.0,17.0,13.0,500.0,107.0,14.4,996.8,-7.1,0.0,ENE,7.8,Dingling
204,2013,3,9,11,22.0,408.0,3.0,13.0,200.0,107.0,12.9,999.1,-11.6,0.0,NE,5.6,Dingling
205,2013,3,9,12,29.0,557.0,3.0,13.0,200.0,107.0,10.7,1001.8,-15.8,0.0,NE,4.9,Dingling
206,2013,3,9,13,32.0,717.0,3.0,13.0,200.0,107.0,9.6,1003.9,-18.5,0.0,N,6.0,Dingling
207,2013,3,9,14,24.0,539.0,3.0,13.0,200.0,107.0,10.3,1005.2,-17.9,0.0,NE,4.5,Dingling
208,2013,3,9,15,16.0,354.0,3.0,13.0,200.0,93.0,10.3,1006.3,-17.9,0.0,NE,5.6,Dingling
209,2013,3,9,16,15.0,230.0,3.0,13.0,200.0,89.0,9.2,1008.0,-18.8,0.0,NNE,7.1,Dingling
210,2013,3,9,17,8.0,147.0,3.0,13.0,200.0,90.0,7.7,1010.2,-20.0,0.0,N,5.1,Dingling
211,2013,3,9,18,3.0,93.0,3.0,13.0,200.0,91.0,6.6,1013.1,-19.9,0.0,N,5.2,Dingling
